0.0000	-6.06102102e-11
0.0100	-8.12295248e-11
0.0200	-9.07753782e-11
0.0300	-8.96441604e-11
0.0400	-8.27526425e-11
0.0500	-7.54610148e-11
0.0600	-7.05645249e-11
0.0700	-6.79498815e-11
0.0800	-6.60820048e-11
0.0900	-6.36342227e-11
0.1000	-6.02125600e-11
0.1100	-5.61548022e-11
0.1200	-5.19611969e-11
0.1300	-4.78789924e-11
0.1400	-4.38246314e-11
0.1500	-3.95388478e-11
0.1600	-3.47826503e-11
0.1700	-2.94485599e-11
0.1800	-2.35658305e-11
0.1900	-1.72437068e-11
0.2000	-1.06079177e-11
0.2100	-3.76318808e-12
0.2200	3.21363415e-12
0.2300	1.02610846e-11
0.2400	1.73138867e-11
0.2500	2.42859311e-11
0.2600	3.10637284e-11
0.2700	3.75199999e-11
0.2800	4.35515578e-11
0.2900	4.91286791e-11
0.3000	5.43251086e-11
0.3100	5.92994257e-11
0.3200	6.42284294e-11
0.3300	6.92300414e-11
0.3400	7.43220970e-11
0.3500	7.94350530e-11
0.3600	8.44587144e-11
0.3700	8.92875955e-11
0.3800	9.38414833e-11
0.3900	9.80595901e-11
0.4000	1.01881389e-10
0.4100	1.05230444e-10
0.4200	1.08013234e-10
0.4300	1.10136858e-10
0.4400	1.11539113e-10
0.4500	1.12214840e-10
0.4600	1.12221102e-10
0.4700	1.11655644e-10
0.4800	1.10621339e-10
0.4900	1.09198074e-10
0.5000	1.07434678e-10
0.5100	1.05357080e-10
0.5200	1.02980590e-10
0.5300	1.00319065e-10
0.5400	9.73926364e-11
0.5500	9.42375260e-11
0.5600	9.09134135e-11
0.5700	8.74947486e-11
0.5800	8.40354029e-11
0.5900	8.05162802e-11
0.6000	7.68098513e-11
0.6100	7.26983308e-11
0.6200	6.79499242e-11
0.6300	6.24120908e-11
0.6400	5.60646427e-11
0.6500	4.90056070e-11
0.6600	4.13901894e-11
0.6700	3.33674877e-11
0.6800	2.50496201e-11
0.6900	1.65211960e-11
0.7000	7.87347618e-12
0.7100	-7.64967314e-13
0.7200	-9.22956456e-12
0.7300	-1.73669094e-11
0.7400	-2.51117948e-11
0.7500	-3.25467151e-11
0.7600	-3.98918186e-11
0.7700	-4.74133071e-11
0.7800	-5.52990328e-11
0.7900	-6.35773031e-11
0.8000	-7.21214766e-11
0.8100	-8.07212368e-11
0.8200	-8.91650105e-11
0.8300	-9.72861398e-11
0.8400	-1.04957987e-10
0.8500	-1.12053692e-10
0.8600	-1.18403675e-10
0.8700	-1.23787339e-10
0.8800	-1.27981945e-10
0.8900	-1.30858406e-10
0.9000	-1.32472677e-10
0.9100	-1.33085526e-10
0.9200	-1.33080858e-10
0.9300	-1.32824993e-10
0.9400	-1.32553325e-10
0.9500	-1.32343803e-10
0.9600	-1.32167532e-10
0.9700	-1.31961212e-10
0.9800	-1.31675086e-10
0.9900	-1.31288914e-10
1.0000	-1.30814610e-10
1.0100	-1.30298123e-10
1.0200	-1.29809237e-10
1.0300	-1.29397285e-10
1.0400	-1.29013438e-10
1.0500	-1.28443135e-10
1.0600	-1.27312224e-10
1.0700	-1.25192507e-10
1.0800	-1.21756645e-10
1.0900	-1.16888004e-10
1.1000	-1.10683712e-10
1.1100	-1.03367228e-10
1.1200	-9.51794594e-11
1.1300	-8.63118611e-11
1.1400	-7.69031573e-11
1.1500	-6.70812388e-11
1.1600	-5.70116792e-11
1.1700	-4.69136417e-11
1.1800	-3.70197012e-11
1.1900	-2.74880801e-11
1.2000	-1.83146343e-11
1.2100	-9.30966928e-12
1.2200	-1.73412211e-13
1.2300	9.36490577e-12
1.2400	1.94287408e-11
1.2500	2.99636102e-11
1.2600	4.07944056e-11
1.2700	5.17162478e-11
1.2800	6.25594914e-11
1.2900	7.32018307e-11
1.3000	8.35372675e-11
1.3100	9.34331408e-11
1.3200	1.02710300e-10
1.3300	1.11170271e-10
1.3400	1.18667282e-10
1.3500	1.25188999e-10
1.3600	1.30890200e-10
1.3700	1.36043952e-10
1.3800	1.40930946e-10
1.3900	1.45734169e-10
1.4000	1.50498942e-10
1.4100	1.55165542e-10
1.4200	1.59634077e-10
1.4300	1.63815362e-10
1.4400	1.67648966e-10
1.4500	1.71097971e-10
1.4600	1.74137884e-10
1.4700	1.76746924e-10
1.4800	1.78893145e-10
1.4900	1.80514706e-10
1.5000	1.81502412e-10
1.5100	1.81703663e-10
1.5200	1.80958675e-10
1.5300	1.79155359e-10
1.5400	1.76270800e-10
1.5500	1.72374166e-10
1.5600	1.67592560e-10
1.5700	1.62063782e-10
1.5800	1.55903010e-10
1.5900	1.49197803e-10
1.6000	1.42029358e-10
1.6100	1.34503846e-10
1.6200	1.26768664e-10
1.6300	1.18989877e-10
1.6400	1.11286466e-10
1.6500	1.03651335e-10
1.6600	9.59149667e-11
1.6700	8.77939475e-11
1.6800	7.90100469e-11
1.6900	6.94100743e-11
1.7000	5.90149370e-11
1.7100	4.79804544e-11
1.7200	3.65115106e-11
1.7300	2.47890292e-11
1.7400	1.29455586e-11
1.7500	1.08876066e-12
1.7600	-1.06540857e-11
1.7700	-2.21071901e-11
1.7800	-3.30632189e-11
1.7900	-4.33524986e-11
1.8000	-5.29334024e-11
1.8100	-6.19434276e-11
1.8200	-7.06607878e-11
1.8300	-7.93837777e-11
1.8400	-8.82979137e-11
1.8500	-9.74106543e-11
1.8600	-1.06580505e-10
1.8700	-1.15602276e-10
1.8800	-1.24286140e-10
1.8900	-1.32490321e-10
1.9000	-1.40105193e-10
1.9100	-1.47013182e-10
1.9200	-1.53057320e-10
1.9300	-1.58045529e-10
1.9400	-1.61800032e-10
1.9500	-1.64233413e-10
1.9600	-1.65407059e-10
1.9700	-1.65527549e-10
1.9800	-1.64873556e-10
1.9900	-1.63695792e-10
2.0000	-1.62150270e-10
2.0100	-1.60294080e-10
2.0200	-1.58125243e-10
2.0300	-1.55627433e-10
2.0400	-1.52795803e-10
2.0500	-1.49646782e-10
2.0600	-1.46224660e-10
2.0700	-1.42605225e-10
2.0800	-1.38879124e-10
2.0900	-1.35099457e-10
2.1000	-1.31207660e-10
2.1100	-1.26987510e-10
2.1200	-1.22099236e-10
2.1300	-1.16196104e-10
2.1400	-1.09059874e-10
2.1500	-1.00672118e-10
2.1600	-9.11863396e-11
2.1700	-8.08351858e-11
2.1800	-6.98390411e-11
2.1900	-5.83641566e-11
2.2000	-4.65383259e-11
2.2100	-3.44993805e-11
2.2200	-2.24365650e-11
2.2300	-1.05869657e-11
2.2400	8.29595074e-13
2.2500	1.17138567e-11
2.2600	2.21649980e-11
2.2700	3.24656696e-11
2.2800	4.29609387e-11
2.2900	5.38968077e-11
2.3000	6.53168976e-11
2.3100	7.70701424e-11
2.3200	8.89024316e-11
2.3300	1.00560141e-10
2.3400	1.11846231e-10
2.3500	1.22612396e-10
2.3600	1.32709121e-10
2.3700	1.41935412e-10
2.3800	1.50031423e-10
2.3900	1.56738754e-10
2.4000	1.61913015e-10
2.4100	1.65626766e-10
2.4200	1.68186025e-10
2.4300	1.70030234e-10
2.4400	1.71569029e-10
2.4500	1.73055968e-10
2.4600	1.74564139e-10
2.4700	1.76048438e-10
2.4800	1.77429576e-10
2.4900	1.78647672e-10
2.5000	1.79678156e-10
2.5100	1.80531725e-10
2.5200	1.81253208e-10
2.5300	1.81908321e-10
2.5400	1.82536388e-10
2.5500	1.83071300e-10
2.5600	1.83276792e-10
2.5700	1.82760009e-10
2.5800	1.81085377e-10
2.5900	1.77933157e-10
2.6000	1.73205752e-10
2.6100	1.67022934e-10
2.6200	1.59627607e-10
2.6300	1.51274510e-10
2.6400	1.42165052e-10
2.6500	1.32447619e-10
2.6600	1.22262569e-10
2.6700	1.11791739e-10
2.6800	1.01272334e-10
2.6900	9.09519606e-11
2.7000	8.09953064e-11
2.7100	7.13933123e-11
2.7200	6.19425509e-11
2.7300	5.23276288e-11
2.7400	4.22669733e-11
2.7500	3.16332733e-11
2.7600	2.04812663e-11
2.7700	8.98584622e-12
2.7800	-2.65156425e-12
2.7900	-1.42676715e-11
2.8000	-2.57469492e-11
2.8100	-3.69881042e-11
2.8200	-4.78605209e-11
2.8300	-5.81866760e-11
