时间(s)	加速度(m/s^2)
6947.3500	7.11844985e-08
6947.3600	1.03138307e-07
6947.3700	6.60705252e-08
6947.3800	2.28236379e-08
6947.3900	-3.76364361e-08
6947.4000	-7.33350774e-08
6947.4100	-6.81774260e-08
6947.4200	-3.88148729e-08
6947.4300	1.56834983e-08
6947.4400	4.74767915e-08
6947.4500	6.43699028e-08
6947.4600	3.91199223e-08
6947.4700	-2.76545565e-09
6947.4800	-3.68068288e-08
6947.4900	-6.92437510e-08
6947.5000	-4.84002706e-08
6947.5100	-2.34357340e-08
6947.5200	1.69329586e-08
6947.5300	4.99215707e-08
6947.5400	4.68298936e-08
6947.5500	3.32176867e-08
6947.5600	-7.04647545e-09
6947.5700	-4.00758749e-08
6947.5800	-6.20808928e-08
6947.5900	-6.11964348e-08
6947.6000	-3.82702956e-08
6947.6100	-5.60348699e-09
6947.6200	3.29667472e-08
6947.6300	5.20214058e-08
6947.6400	6.40704878e-08
6947.6500	4.56132860e-08
6947.6600	2.17327622e-08
6947.6700	-1.18893547e-08
6947.6800	-4.41720314e-08
6947.6900	-5.53669565e-08
6947.7000	-6.03009187e-08
6947.7100	-3.83128125e-08
6947.7200	-1.30661634e-08
6947.7300	1.97158520e-08
6947.7400	4.29872102e-08
6947.7500	5.28572106e-08
6947.7600	4.66249236e-08
6947.7700	2.60156180e-08
6947.7800	3.79441080e-09
6947.7900	-1.93275632e-08
6947.8000	-2.35694215e-08
6947.8100	-2.16752558e-08
6947.8200	-5.35026259e-09
6947.8300	1.31707183e-08
6947.8400	1.93024734e-08
6947.8500	2.33408360e-08
6947.8600	9.56990821e-09
6947.8700	-3.63108181e-09
6947.8800	-1.46559511e-08
6947.8900	-1.98251803e-08
6947.9000	-1.25942537e-08
6947.9100	-3.18042060e-09
6947.9200	9.08067697e-09
6947.9300	1.40507018e-08
6947.9400	1.29867453e-08
6947.9500	5.99774891e-09
6947.9600	-4.03840537e-09
6947.9700	-8.16747527e-09
6947.9800	-1.05676465e-08
6947.9900	-4.54446766e-09
6948.0000	2.55402670e-09
6948.0100	6.43553048e-09
6948.0200	9.36862801e-09
6948.0300	4.87257362e-09
6948.0400	4.04044034e-10
6948.0500	-3.97044266e-09
6948.0600	-6.16788811e-09
6948.0700	-4.13220556e-09
6948.0800	-1.33816487e-09
6948.0900	2.37222373e-09
6948.1000	3.61599159e-09
6948.1100	2.96868669e-09
6948.1200	3.60704665e-10
6948.1300	-3.17315093e-09
6948.1400	-5.23051764e-09
6948.1500	-6.90118585e-09
6948.1600	-5.46234330e-09
6948.1700	-3.67581060e-09
6948.1800	-6.52519803e-10
6948.1900	1.88670686e-09
6948.2000	1.24495203e-09
6948.2100	-1.33449909e-09
6948.2200	-9.87607937e-09
6948.2300	-1.92217665e-08
6948.2400	-3.00063791e-08
6948.2500	-3.41544744e-08
6948.2600	-3.08696827e-08
6948.2700	-1.59203533e-08
6948.2800	7.30702097e-09
6948.2900	2.87142663e-08
6948.3000	4.93344304e-08
6948.3100	4.48014148e-08
6948.3200	3.44188382e-08
6948.3300	3.43131553e-09
6948.3400	-2.84623434e-08
6948.3500	-4.05710243e-08
6948.3600	-4.66388166e-08
6948.3700	-1.87267192e-08
6948.3800	1.03747555e-08
6948.3900	4.27894887e-08
6948.4000	6.06135997e-08
6948.4100	5.43632264e-08
6948.4200	3.40792286e-08
6948.4300	-7.78124281e-10
6948.4400	-2.45153347e-08
6948.4500	-4.09549642e-08
6948.4600	-3.27685072e-08
6948.4700	-1.48612463e-08
6948.4800	4.77587623e-09
6948.4900	2.47668330e-08
6948.5000	2.11073687e-08
6948.5100	1.53824149e-08
6948.5200	-1.11704259e-09
6948.5300	-1.55928553e-08
6948.5400	-2.01753225e-08
6948.5500	-2.23707100e-08
6948.5600	-1.85188414e-08
6948.5700	-1.66185749e-08
6948.5800	-1.76921734e-08
6948.5900	-1.76615522e-08
6948.6000	-1.65676100e-08
6948.6100	-6.29380802e-09
6948.6200	9.54353566e-09
6948.6300	2.65335643e-08
6948.6400	4.39373765e-08
6948.6500	4.17505856e-08
6948.6600	3.60810321e-08
6948.6700	1.24687200e-08
6948.6800	-1.09273276e-08
6948.6900	-2.30547386e-08
6948.7000	-3.05177789e-08
6948.7100	-1.79240794e-08
6948.7200	-4.45746217e-09
6948.7300	1.10277735e-08
6948.7400	1.87387641e-08
6948.7500	1.54951552e-08
6948.7600	5.64939079e-09
6948.7700	-1.00911454e-08
6948.7800	-2.21639306e-08
6948.7900	-3.21870938e-08
6948.8000	-3.27920564e-08
6948.8100	-3.03361106e-08
6948.8200	-1.86957167e-08
6948.8300	-5.65769441e-09
6948.8400	1.45116237e-08
6948.8500	3.42899573e-08
6948.8600	4.89983460e-08
6948.8700	5.85541043e-08
6948.8800	4.84362320e-08
6948.8900	3.11885012e-08
6948.9000	-1.15772533e-09
6948.9100	-2.86636229e-08
6948.9200	-4.98560585e-08
6948.9300	-5.17307151e-08
6948.9400	-3.76182709e-08
6948.9500	-1.45749046e-08
6948.9600	1.30614990e-08
6948.9700	2.01571490e-08
6948.9800	2.12408853e-08
6948.9900	-2.30192135e-09
6949.0000	-2.89885242e-08
6949.0100	-4.39528910e-08
6949.0200	-5.49154078e-08
6949.0300	-3.45302289e-08
6949.0400	-1.15137183e-08
6949.0500	2.04931545e-08
6949.0600	4.42847935e-08
6949.0700	5.21023961e-08
6949.0800	4.79266798e-08
6949.0900	2.92590604e-08
6949.1000	1.03223060e-08
6949.1100	-8.82078503e-09
6949.1200	-1.67446121e-08
6949.1300	-1.93704634e-08
6949.1400	-1.43569613e-08
6949.1500	-7.34268128e-09
6949.1600	-3.71469985e-09
6949.1700	-5.52298684e-10
6949.1800	-3.25757770e-09
6949.1900	-5.77844780e-09
6949.2000	-7.08749221e-09
6949.2100	-6.77637377e-09
6949.2200	-1.48014999e-09
6949.2300	4.76139143e-09
6949.2400	1.26945508e-08
6949.2500	1.78911528e-08
6949.2600	2.00228156e-08
6949.2700	1.80593496e-08
6949.2800	1.31896682e-08
6949.2900	9.47382802e-09
6949.3000	6.25694520e-09
6949.3100	7.95843400e-09
6949.3200	1.08037271e-08
6949.3300	1.01924267e-08
6949.3400	8.85191140e-09
6949.3500	-3.88813947e-09
6949.3600	-1.63974064e-08
6949.3700	-2.76085181e-08
6949.3800	-3.33162249e-08
6949.3900	-2.36930509e-08
6949.4000	-9.56868629e-09
6949.4100	1.19826296e-08
6949.4200	2.46046925e-08
6949.4300	2.79540849e-08
6949.4400	1.82217452e-08
6949.4500	-9.54663444e-11
6949.4600	-9.20020065e-09
6949.4700	-1.46684382e-08
6949.4800	5.45816420e-09
6949.4900	3.08200594e-08
6949.5000	5.24761959e-08
6949.5100	7.15545156e-08
6949.5200	5.13752557e-08
6949.5300	2.79486255e-08
6949.5400	-1.13539904e-08
6949.5500	-4.11206072e-08
6949.5600	-4.67294085e-08
6949.5700	-3.85499087e-08
6949.5800	-9.35970062e-09
6949.5900	1.10894718e-08
6949.6000	2.31213646e-08
6949.6100	1.22849180e-08
6949.6200	-1.24111037e-08
6949.6300	-3.05958928e-08
6949.6400	-4.64433213e-08
6949.6500	-2.64056442e-08
6949.6600	1.15866809e-11
6949.6700	2.81678141e-08
6949.6800	5.24276726e-08
6949.6900	2.81219091e-08
6949.7000	-1.88364087e-09
6949.7100	-5.63982060e-08
6949.7200	-9.75875018e-08
6949.7300	-1.07962173e-07
6949.7400	-9.17468770e-08
6949.7500	-3.80639639e-08
6949.7600	1.62934017e-08
6949.7700	7.12529562e-08
6949.7800	9.02064231e-08
6949.7900	8.90388774e-08
6949.8000	5.99932366e-08
6949.8100	2.18872352e-08
6949.8200	-1.54058236e-10
6949.8300	-1.97507310e-08
6949.8400	-8.24947635e-09
6949.8500	3.65507789e-09
6949.8600	1.36902901e-08
6949.8700	1.87764630e-08
6949.8800	4.96635168e-09
6949.8900	-1.01810924e-08
6949.9000	-2.81605297e-08
6949.9100	-3.60714650e-08
6949.9200	-3.08495939e-08
6949.9300	-1.60793698e-08
6949.9400	6.59292613e-09
6949.9500	2.02888338e-08
6949.9600	2.93683219e-08
6949.9700	1.77326470e-08
6949.9800	3.40120872e-11
6949.9900	-1.91166630e-08
6950.0000	-3.84526922e-08
6950.0100	-2.88026923e-08
6950.0200	-1.70506452e-08
6950.0300	1.11673697e-08
6950.0400	3.38725520e-08
6950.0500	3.77422676e-08
6950.0600	2.93082689e-08
6950.0700	-3.04957443e-09
6950.0800	-3.06045534e-08
6950.0900	-5.23560810e-08
6950.1000	-4.49265098e-08
6950.1100	-1.51248007e-08
6950.1200	2.54502848e-08
6950.1300	7.11127885e-08
6950.1400	7.36806704e-08
6950.1500	6.49618941e-08
6950.1600	1.01235893e-08
6950.1700	-4.89213755e-08
6950.1800	-7.69004505e-08
6950.1900	-9.54958294e-08
6950.2000	-5.24271434e-08
6950.2100	-8.63127945e-09
6950.2200	3.74020499e-08
6950.2300	5.92221576e-08
6950.2400	3.77134208e-08
6950.2500	3.75968149e-09
6950.2600	-4.41324374e-08
6950.2700	-5.64816836e-08
6950.2800	-4.36069987e-08
6950.2900	2.27622096e-09
6950.3000	6.24333735e-08
6950.3100	8.01579717e-08
6950.3200	8.80145607e-08
6950.3300	2.60468317e-08
6950.3400	-4.06854107e-08
6950.3500	-8.35652997e-08
6950.3600	-1.12216023e-07
6950.3700	-6.08279504e-08
6950.3800	-4.07179027e-09
6950.3900	6.76382952e-08
6950.4000	1.07501510e-07
6950.4100	9.48174819e-08
6950.4200	5.29049849e-08
6950.4300	-1.93601023e-08
6950.4400	-6.14571576e-08
6950.4500	-8.37564765e-08
6950.4600	-5.37092058e-08
6950.4700	-2.99884999e-09
6950.4800	3.54675166e-08
6950.4900	7.14294382e-08
6950.5000	4.48358603e-08
6950.5100	1.39746665e-08
6950.5200	-2.54583803e-08
6950.5300	-5.61394052e-08
6950.5400	-4.40328942e-08
6950.5500	-2.58583116e-08
6950.5600	7.68868718e-09
6950.5700	2.73671788e-08
6950.5800	2.59127439e-08
6950.5900	1.27842497e-08
6950.6000	-1.15859124e-08
6950.6100	-2.20273205e-08
6950.6200	-2.40270744e-08
6950.6300	-1.51812790e-08
6950.6400	-2.44221777e-09
6950.6500	-9.45607734e-09
6950.6600	-1.99815559e-08
6950.6700	-3.87671589e-08
6950.6800	-5.48197683e-08
6950.6900	-3.34253761e-08
6950.7000	-6.79006323e-09
6950.7100	4.23811470e-08
6950.7200	7.80750424e-08
6950.7300	8.26027085e-08
6950.7400	6.17970683e-08
6950.7500	5.29455764e-09
6950.7600	-4.19253540e-08
6950.7700	-8.08572445e-08
6950.7800	-7.13366896e-08
6950.7900	-3.47398172e-08
6950.8000	1.80205106e-08
6950.8100	7.60339495e-08
6950.8200	7.98188828e-08
6950.8300	7.53516823e-08
6950.8400	2.36513606e-08
6950.8500	-2.55583435e-08
6950.8600	-4.21385131e-08
6950.8700	-4.74507098e-08
6950.8800	-9.73984629e-09
6950.8900	2.22633784e-08
6950.9000	4.21798616e-08
6950.9100	3.69648375e-08
6950.9200	-1.03035777e-09
6950.9300	-3.77103046e-08
6950.9400	-7.33017717e-08
6950.9500	-6.49192830e-08
6950.9600	-3.39216592e-08
6950.9700	1.88839007e-08
6950.9800	7.80722558e-08
6950.9900	8.61230010e-08
6951.0000	8.76455430e-08
6951.0100	2.99109287e-08
6951.0200	-2.49213016e-08
6951.0300	-5.70182837e-08
6951.0400	-7.39778167e-08
6951.0500	-3.92178551e-08
6951.0600	-2.80501026e-09
6951.0700	3.68217682e-08
6951.0800	4.96814886e-08
6951.0900	3.01977348e-08
6951.1000	-3.34734316e-09
6951.1100	-4.76727513e-08
6951.1200	-5.83614211e-08
6951.1300	-5.31661059e-08
6951.1400	-1.43747743e-08
6951.1500	3.32154918e-08
6951.1600	4.92415367e-08
6951.1700	6.09516810e-08
6951.1800	1.92082250e-08
6951.1900	-1.99304888e-08
6951.2000	-4.19523873e-08
6951.2100	-4.76629183e-08
6951.2200	-3.18473923e-09
6951.2300	4.12891177e-08
6951.2400	8.57552401e-08
6951.2500	9.19837266e-08
6951.2600	5.53861323e-08
6951.2700	-4.41086448e-09
6951.2800	-8.06719252e-08
6951.2900	-1.04902758e-07
6951.3000	-1.06634079e-07
6951.3100	-3.82108639e-08
6951.3200	4.65273143e-08
6951.3300	1.01219099e-07
6951.3400	1.49394699e-07
6951.3500	9.39539760e-08
6951.3600	3.47388692e-08
6951.3700	-4.57070761e-08
6951.3800	-1.02599946e-07
6951.3900	-9.38808199e-08
6951.4000	-6.19363780e-08
6951.4100	8.32976646e-09
6951.4200	5.00032291e-08
6951.4300	6.19843412e-08
6951.4400	2.69596997e-08
6951.4500	-3.89124137e-08
6951.4600	-8.13266156e-08
6951.4700	-1.14481135e-07
6951.4800	-6.93053125e-08
6951.4900	-8.10742237e-09
6951.5000	5.82031437e-08
6951.5100	1.19385325e-07
6951.5200	8.99824920e-08
6951.5300	5.18510765e-08
6951.5400	-2.89532844e-08
6951.5500	-9.02674806e-08
6951.5600	-1.02206695e-07
6951.5700	-8.25396664e-08
6951.5800	-1.47108286e-08
6951.5900	3.87220862e-08
6951.6000	7.82922834e-08
6951.6100	6.64529806e-08
6951.6200	2.34564607e-08
6951.6300	-2.25879370e-08
6951.6400	-6.97264424e-08
6951.6500	-5.27988956e-08
6951.6600	-2.44818656e-08
6951.6700	3.22279315e-08
6951.6800	8.50046840e-08
6951.6900	7.59625057e-08
6951.7000	5.54001632e-08
6951.7100	-1.46987498e-08
6951.7200	-7.28761987e-08
6951.7300	-1.03485317e-07
6951.7400	-9.91425487e-08
6951.7500	-4.55494803e-08
6951.7600	1.31088675e-08
6951.7700	7.62897786e-08
6951.7800	9.25634701e-08
6951.7900	8.26243515e-08
6951.8000	3.53731747e-08
6951.8100	-2.40043935e-08
6951.8200	-5.11256762e-08
6951.8300	-7.33384116e-08
6951.8400	-3.55466358e-08
6951.8500	3.06339609e-09
6951.8600	3.84511964e-08
6951.8700	6.17498306e-08
6951.8800	3.88899480e-08
6951.8900	7.50984439e-09
6951.9000	-4.19130457e-08
6951.9100	-7.25390662e-08
6951.9200	-7.86474724e-08
6951.9300	-5.54977465e-08
6951.9400	-8.13443481e-09
6951.9500	3.40110677e-08
6951.9600	7.34731305e-08
6951.9700	7.03498389e-08
6951.9800	5.47625709e-08
6951.9900	1.64725068e-08
6952.0000	-2.47157600e-08
6952.0100	-3.11336090e-08
6952.0200	-3.30890998e-08
6952.0300	-8.95972113e-11
6952.0400	2.94510582e-08
6952.0500	4.71740142e-08
6952.0600	4.92972468e-08
6952.0700	2.10877405e-08
6952.0800	-9.85757280e-09
6952.0900	-4.41086473e-08
6952.1000	-5.34714335e-08
6952.1100	-4.37532312e-08
6952.1200	-1.49494169e-08
6952.1300	2.28670303e-08
6952.1400	3.80550578e-08
6952.1500	4.73166096e-08
6952.1600	2.15949912e-08
6952.1700	-7.56404069e-09
6952.1800	-2.59775806e-08
6952.1900	-3.91697385e-08
6952.2000	-1.80500823e-08
6952.2100	3.74383367e-09
6952.2200	2.76123902e-08
6952.2300	3.83200974e-08
6952.2400	2.54768540e-08
6952.2500	6.36554618e-09
6952.2600	-1.97659820e-08
6952.2700	-2.68862505e-08
6952.2800	-2.05146807e-08
6952.2900	1.05962697e-09
6952.3000	2.92080785e-08
6952.3100	3.42340265e-08
6952.3200	3.38826629e-08
6952.3300	5.11008008e-09
6952.3400	-2.50575114e-08
6952.3500	-3.16359168e-08
6952.3600	-3.14320578e-08
6952.3700	6.92191359e-09
6952.3800	4.19093345e-08
6952.3900	6.75185278e-08
6952.4000	6.97200261e-08
6952.4100	3.32988967e-08
6952.4200	-1.23002979e-08
6952.4300	-6.74305441e-08
6952.4400	-8.68027240e-08
6952.4500	-8.27087140e-08
6952.4600	-3.99897769e-08
6952.4700	1.79758105e-08
6952.4800	5.14013606e-08
6952.4900	7.98073725e-08
6952.5000	4.47932104e-08
6952.5100	5.68933955e-09
6952.5200	-3.81566300e-08
6952.5300	-7.16548909e-08
6952.5400	-5.45645046e-08
6952.5500	-2.81396876e-08
6952.5600	2.19323050e-08
6952.5700	5.48557090e-08
6952.5800	6.16479762e-08
6952.5900	4.08404942e-08
6952.6000	-6.54447950e-09
6952.6100	-4.59605153e-08
6952.6200	-8.05469004e-08
6952.6300	-7.10469637e-08
6952.6400	-4.57212020e-08
6952.6500	1.55698031e-09
6952.6600	5.27378024e-08
6952.6700	6.81315215e-08
6952.6800	7.84123818e-08
6952.6900	4.32526393e-08
6952.7000	7.09085542e-09
6952.7100	-3.33796947e-08
6952.7200	-6.27689987e-08
6952.7300	-6.65329720e-08
6952.7400	-5.54789334e-08
6952.7500	-2.35450051e-08
6952.7600	8.88709579e-09
6952.7700	4.17639929e-08
6952.7800	5.45149214e-08
6952.7900	5.60190058e-08
6952.8000	3.37864771e-08
6952.8100	3.83956684e-09
6952.8200	-2.53757765e-08
6952.8300	-5.44797949e-08
6952.8400	-5.29630687e-08
6952.8500	-4.85472717e-08
6952.8600	-2.19534357e-08
6952.8700	2.81017632e-09
6952.8800	2.05856787e-08
6952.8900	3.09257765e-08
6952.9000	2.55203420e-08
6952.9100	1.83155536e-08
6952.9200	8.76378576e-09
6952.9300	5.19800904e-09
6952.9400	6.58614757e-09
6952.9500	6.39824503e-09
6952.9600	5.39980861e-09
6952.9700	-5.36128409e-09
6952.9800	-1.89797327e-08
6952.9900	-2.49459031e-08
6953.0000	-2.99351800e-08
6953.0100	-9.11340429e-09
6953.0200	1.13088407e-08
6953.0300	2.86014415e-08
6953.0400	3.65706095e-08
6953.0500	1.26847919e-08
6953.0600	-1.67498915e-08
6953.0700	-5.69740159e-08
6953.0800	-7.54611182e-08
6953.0900	-6.76826968e-08
6953.1000	-3.16641537e-08
6953.1100	2.60051123e-08
6953.1200	6.37201966e-08
6953.1300	9.20124913e-08
6953.1400	6.07832632e-08
6953.1500	1.39651050e-08
6953.1600	-4.08782646e-08
6953.1700	-9.50893135e-08
6953.1800	-7.29517425e-08
6953.1900	-4.38577804e-08
6953.2000	3.09494410e-08
6953.2100	9.30208935e-08
6953.2200	1.15905454e-07
6953.2300	1.09230298e-07
6953.2400	4.96589052e-08
6953.2500	-8.53576382e-09
6953.2600	-6.51885047e-08
6953.2700	-7.87506442e-08
6953.2800	-6.17324100e-08
6953.2900	-2.37505354e-08
6953.3000	2.32966791e-08
6953.3100	2.95840063e-08
6953.3200	2.63923162e-08
6953.3300	-1.59099107e-08
6953.3400	-6.01045421e-08
6953.3500	-7.11425936e-08
6953.3600	-7.33843701e-08
6953.3700	-2.61472631e-08
6953.3800	1.99899043e-08
6953.3900	6.30629612e-08
6953.4000	8.43766684e-08
6953.4100	6.97875131e-08
6953.4200	4.03307798e-08
6953.4300	-4.56533551e-09
6953.4400	-3.17197533e-08
6953.4500	-4.72312028e-08
6953.4600	-3.44221634e-08
6953.4700	-1.04340069e-08
6953.4800	1.33534060e-08
6953.4900	3.70997577e-08
6953.5000	3.38521616e-08
6953.5100	2.80455484e-08
6953.5200	6.58251051e-09
6953.5300	-1.33451007e-08
6953.5400	-2.57662038e-08
6953.5500	-3.31292881e-08
6953.5600	-2.76787513e-08
6953.5700	-1.84476872e-08
6953.5800	-3.45582956e-09
6953.5900	1.05227914e-08
6953.6000	2.35257048e-08
6953.6100	3.11751216e-08
6953.6200	3.55800011e-08
6953.6300	3.36984656e-08
6953.6400	2.95602732e-08
6953.6500	2.21440600e-08
6953.6600	1.41450895e-08
6953.6700	5.94320504e-09
6953.6800	-2.30288218e-09
6953.6900	-1.09929730e-08
6953.7000	-1.97038820e-08
6953.7100	-2.85043085e-08
6953.7200	-3.58454250e-08
6953.7300	-3.98118939e-08
6953.7400	-3.97478968e-08
6953.7500	-3.40046169e-08
6953.7600	-2.40906185e-08
6953.7700	-1.04527707e-08
6953.7800	3.29634073e-09
6953.7900	1.71076288e-08
6953.8000	2.51671839e-08
6953.8100	3.13574300e-08
6953.8200	2.84121699e-08
6953.8300	2.40767292e-08
6953.8400	1.44444963e-08
6953.8500	5.20215784e-09
6953.8600	6.80628722e-10
6953.8700	-1.95453187e-09
6953.8800	2.61278702e-09
6953.8900	6.49630738e-09
6953.9000	8.93178658e-09
6953.9100	5.27797183e-09
6953.9200	-6.31838658e-09
6953.9300	-2.01780398e-08
6953.9400	-3.59107614e-08
6953.9500	-3.89353540e-08
6953.9600	-3.54243498e-08
6953.9700	-1.64586438e-08
6953.9800	7.03037869e-09
6953.9900	2.17729239e-08
6954.0000	3.53988904e-08
6954.0100	2.10108392e-08
6954.0200	6.22292412e-09
6954.0300	-1.16972446e-08
6954.0400	-2.31264455e-08
6954.0500	-1.23782269e-08
6954.0600	4.06101974e-09
6954.0700	3.15661335e-08
6954.0800	4.81023826e-08
6954.0900	5.13846096e-08
6954.1000	3.69104207e-08
6954.1100	8.82300329e-09
6954.1200	-1.43249495e-08
6954.1300	-3.51403819e-08
6954.1400	-3.00980547e-08
6954.1500	-1.82834745e-08
6954.1600	1.09716579e-09
6954.1700	2.08260177e-08
6954.1800	1.76797764e-08
6954.1900	1.27721433e-08
6954.2000	-3.71030726e-09
6954.2100	-1.63775491e-08
6954.2200	-1.73057142e-08
6954.2300	-1.38580839e-08
6954.2400	-2.58009744e-09
6954.2500	1.72384418e-09
6954.2600	-1.78313114e-09
6954.2700	-1.32451382e-08
6954.2800	-3.03526418e-08
6954.2900	-3.39104300e-08
6954.3000	-3.16088936e-08
6954.3100	-5.60029228e-09
6954.3200	2.59215647e-08
6954.3300	5.00633356e-08
6954.3400	7.20200030e-08
6954.3500	5.36195369e-08
6954.3600	3.17650388e-08
6954.3700	-9.51832542e-09
6954.3800	-4.44676157e-08
6954.3900	-6.17720244e-08
6954.4000	-6.51339697e-08
6954.4100	-4.54908920e-08
6954.4200	-2.32619446e-08
6954.4300	1.65232447e-09
6954.4400	1.23642970e-08
6954.4500	1.37560289e-08
6954.4600	4.19833737e-09
6954.4700	-9.68148597e-09
6954.4800	-1.52200172e-08
6954.4900	-1.90523802e-08
6954.5000	-8.05532630e-09
6954.5100	3.73792990e-09
6954.5200	1.39719380e-08
6954.5300	2.16123302e-08
6954.5400	1.65728610e-08
6954.5500	9.42561743e-09
6954.5600	-3.06130984e-09
6954.5700	-1.14320918e-08
6954.5800	-1.35306634e-08
6954.5900	-7.84019482e-09
6954.6000	5.35081828e-09
6954.6100	1.91669270e-08
6954.6200	3.33618810e-08
6954.6300	3.61089938e-08
6954.6400	3.47466341e-08
6954.6500	2.08326915e-08
6954.6600	4.68736368e-09
6954.6700	-9.16352905e-09
6954.6800	-2.17260438e-08
6954.6900	-1.96082335e-08
6954.7000	-1.54447139e-08
6954.7100	-2.48466867e-09
6954.7200	8.82480462e-09
6954.7300	1.63173380e-08
6954.7400	1.80118416e-08
6954.7500	1.15364084e-08
6954.7600	1.92793826e-09
6954.7700	-1.04778816e-08
6954.7800	-1.69878271e-08
6954.7900	-2.02030255e-08
6954.8000	-1.22525649e-08
6954.8100	-6.73273549e-10
6954.8200	1.38133353e-08
6954.8300	2.87423603e-08
6954.8400	2.90824989e-08
6954.8500	2.73671678e-08
6954.8600	8.61268395e-09
6954.8700	-1.00436406e-08
6954.8800	-2.83251759e-08
6954.8900	-3.91602007e-08
6954.9000	-3.42261751e-08
6954.9100	-2.09405431e-08
6954.9200	3.23846965e-09
6954.9300	2.12179509e-08
6954.9400	3.40667943e-08
6954.9500	2.66527341e-08
6954.9600	8.81777177e-09
6954.9700	-1.70894151e-08
6954.9800	-4.53591984e-08
6954.9900	-5.03660065e-08
6955.0000	-5.24030721e-08
6955.0100	-2.28246716e-08
6955.0200	6.52805786e-09
6955.0300	3.41130381e-08
6955.0400	5.46680219e-08
6955.0500	5.12039093e-08
6955.0600	4.08561343e-08
6955.0700	1.71234853e-08
6955.0800	-1.47279459e-09
6955.0900	-1.38626390e-08
6955.1000	-1.43123111e-08
6955.1100	-5.60786688e-09
6955.1200	4.32433825e-09
6955.1300	1.48363182e-08
6955.1400	1.39029462e-08
6955.1500	9.97198980e-09
6955.1600	3.32706329e-10
6955.1700	-9.72106282e-09
6955.1800	-1.04083521e-08
6955.1900	-9.95845795e-09
6955.2000	-2.03567119e-09
6955.2100	4.71000609e-09
6955.2200	7.83381645e-09
6955.2300	7.95207154e-09
6955.2400	2.69197456e-09
6955.2500	-1.73295365e-09
6955.2600	-5.22249443e-09
6955.2700	-4.46101775e-09
6955.2800	-6.82695276e-10
6955.2900	2.63020200e-09
6955.3000	5.74183472e-09
6955.3100	3.15008388e-09
6955.3200	-7.68031548e-10
6955.3300	-4.60858763e-09
6955.3400	-8.15451757e-09
6955.3500	-4.34901598e-09
6955.3600	-4.86257457e-10
6955.3700	3.69857029e-09
6955.3800	5.35822736e-09
6955.3900	-1.65041515e-11
6955.4000	-6.04031254e-09
6955.4100	-1.31350958e-08
6955.4200	-1.40305631e-08
6955.4300	-8.48829012e-09
6955.4400	-3.93240907e-10
6955.4500	9.37706471e-09
6955.4600	5.41461845e-09
6955.4700	-3.96863952e-09
6955.4800	-2.50672303e-08
6955.4900	-4.85621320e-08
6955.5000	-4.91053647e-08
6955.5100	-4.61636317e-08
6955.5200	-8.09090446e-09
6955.5300	2.83113611e-08
6955.5400	5.65469500e-08
6955.5500	6.91872700e-08
6955.5600	4.23196585e-08
6955.5700	6.74304287e-09
6955.5800	-4.21044125e-08
6955.5900	-6.44348274e-08
6955.6000	-6.12303582e-08
6955.6100	-2.42769423e-08
6955.6200	3.31303437e-08
6955.6300	6.84968693e-08
6955.6400	9.59513445e-08
6955.6500	5.72877110e-08
6955.6600	6.86978622e-09
6955.6700	-5.37710748e-08
6955.6800	-1.08996186e-07
6955.6900	-9.29678370e-08
6955.7000	-6.69172795e-08
6955.7100	2.22865389e-09
6955.7200	5.69000943e-08
6955.7300	7.80993374e-08
6955.7400	6.86808229e-08
6955.7500	1.61191805e-08
6955.7600	-2.98369281e-08
6955.7700	-6.98952487e-08
6955.7800	-6.08884092e-08
6955.7900	-2.44628548e-08
6955.8000	2.81397020e-08
6955.8100	8.59997725e-08
6955.8200	8.71707062e-08
6955.8300	7.97150643e-08
6955.8400	2.10961066e-08
6955.8500	-3.51217607e-08
6955.8600	-5.88440072e-08
6955.8700	-6.93141207e-08
6955.8800	-2.91853129e-08
6955.8900	9.58540616e-09
6955.9000	4.54801781e-08
6955.9100	5.54882233e-08
6955.9200	3.17310316e-08
6955.9300	-3.60926963e-09
6955.9400	-4.85355758e-08
6955.9500	-6.15599597e-08
6955.9600	-5.81776720e-08
6955.9700	-1.97719829e-08
6955.9800	2.88844326e-08
6955.9900	5.71676066e-08
6956.0000	8.28499273e-08
6956.0100	5.00783214e-08
6956.0200	1.56081374e-08
6956.0300	-3.21675193e-08
6956.0400	-6.96313853e-08
6956.0500	-7.18633861e-08
6956.0600	-5.87307706e-08
6956.0700	-1.57225692e-08
6956.0800	2.30394570e-08
6956.0900	5.66706971e-08
6956.1000	6.46139924e-08
6956.1100	5.28632309e-08
6956.1200	2.62199529e-08
6956.1300	-7.45588859e-09
6956.1400	-2.36674348e-08
6956.1500	-3.53050107e-08
6956.1600	-2.30274472e-08
6956.1700	-8.39702112e-09
6956.1800	-9.57265275e-10
6956.1900	3.48968347e-09
6956.2000	-1.17303124e-08
6956.2100	-2.57546080e-08
6956.2200	-3.60998344e-08
6956.2300	-3.61085736e-08
6956.2400	-1.76204756e-08
6956.2500	3.48164136e-09
6956.2600	2.75114544e-08
6956.2700	3.34461088e-08
6956.2800	2.65390602e-08
6956.2900	6.58576332e-09
6956.3000	-1.90091431e-08
6956.3100	-2.20884855e-08
6956.3200	-1.99316650e-08
6956.3300	1.18656282e-08
6956.3400	4.53271871e-08
6956.3500	5.95275558e-08
