时间(s)	加速度(m/s^2)
63.9900	-4.54532367e-09
64.0000	-5.30241960e-09
64.0100	-7.59996240e-09
64.0200	-9.16510828e-09
64.0300	-4.99314492e-09
64.0400	-6.85719190e-10
64.0500	4.08453634e-09
64.0600	5.16758766e-09
64.0700	-9.18924750e-10
64.0800	-9.11332487e-09
64.0900	-1.98547560e-08
64.1000	-2.24515778e-08
64.1100	-1.88041992e-08
64.1200	-4.73042068e-09
64.1300	1.42669356e-08
64.1400	2.66520873e-08
64.1500	3.73054712e-08
64.1600	2.70610473e-08
64.1700	1.45340074e-08
64.1800	-3.49260655e-09
64.1900	-1.90402971e-08
64.2000	-1.82979192e-08
64.2100	-1.40998195e-08
64.2200	7.31270593e-10
64.2300	1.17494371e-08
64.2400	1.59444770e-08
64.2500	1.23692324e-08
64.2600	9.12691901e-11
64.2700	-9.84594099e-09
64.2800	-1.81219716e-08
64.2900	-1.46795881e-08
64.3000	-6.16978236e-09
64.3100	3.97864825e-09
64.3200	1.45081544e-08
64.3300	1.09404492e-08
64.3400	5.95983387e-09
64.3500	-5.70477220e-09
64.3600	-1.54419448e-08
64.3700	-1.43373044e-08
64.3800	-1.02835029e-08
64.3900	1.98581872e-09
64.4000	1.04910592e-08
64.4100	1.27855657e-08
64.4200	6.85820610e-09
64.4300	-7.60724521e-09
64.4400	-1.99636854e-08
64.4500	-3.09360870e-08
64.4600	-2.62915006e-08
64.4700	-1.54823136e-08
64.4800	4.11885164e-09
64.4900	2.55183761e-08
64.5000	3.22492442e-08
64.5100	3.68934824e-08
64.5200	2.14292116e-08
64.5300	5.94704181e-09
64.5400	-9.62263398e-09
64.5500	-1.98556400e-08
64.5600	-1.65690828e-08
64.5700	-8.64749688e-09
64.5800	6.33698976e-09
64.5900	1.63030638e-08
64.6000	2.14365924e-08
64.6100	1.60075531e-08
64.6200	4.17695755e-09
64.6300	-9.04758520e-09
64.6400	-2.27725192e-08
64.6500	-2.44004395e-08
64.6600	-2.38777796e-08
64.6700	-1.28761300e-08
64.6800	-1.86841554e-09
64.6900	4.17956993e-09
64.7000	8.14109597e-09
64.7100	3.13084647e-09
64.7200	-1.52492483e-09
64.7300	-5.36096529e-09
64.7400	-4.16855047e-09
64.7500	4.10941494e-09
64.7600	1.44042388e-08
64.7700	2.64998292e-08
64.7800	3.02390943e-08
64.7900	2.93086482e-08
64.8000	1.80001655e-08
64.8100	3.31882084e-09
64.8200	-8.57290718e-09
64.8300	-2.00401283e-08
64.8400	-1.83109796e-08
64.8500	-1.59336194e-08
64.8600	-9.76968315e-09
64.8700	-4.96405782e-09
64.8800	-5.34471076e-09
64.8900	-6.04614047e-09
64.9000	-7.42686219e-09
64.9100	-5.40114134e-09
64.9200	1.06776546e-09
64.9300	7.31858306e-09
64.9400	1.33889130e-08
64.9500	9.90813590e-09
64.9600	1.51536080e-09
64.9700	-1.20820844e-08
64.9800	-2.72028478e-08
64.9900	-2.72838747e-08
65.0000	-2.54449353e-08
65.0100	-4.20831963e-09
65.0200	1.61030224e-08
65.0300	2.91663877e-08
65.0400	3.63981089e-08
65.0500	2.37050465e-08
65.0600	9.16889033e-09
65.0700	-8.95105908e-09
65.0800	-1.73999737e-08
65.0900	-1.41630546e-08
65.1000	-4.11714432e-09
65.1100	1.11489925e-08
65.1200	1.48648409e-08
65.1300	1.31263865e-08
65.1400	-1.04123346e-09
65.1500	-1.84641110e-08
65.1600	-2.16395761e-08
65.1700	-2.28847909e-08
65.1800	-9.30471418e-10
65.1900	1.97157030e-08
65.2000	3.17654953e-08
65.2100	3.59434734e-08
65.2200	1.59004842e-08
65.2300	-5.17008363e-09
65.2400	-2.80794763e-08
65.2500	-3.43892823e-08
65.2600	-2.21075511e-08
65.2700	1.86321689e-09
65.2800	3.41294303e-08
65.2900	4.59484788e-08
65.3000	4.89255100e-08
65.3100	2.15530708e-08
65.3200	-1.28773847e-08
65.3300	-3.79845177e-08
65.3400	-6.07220718e-08
65.3500	-4.24430976e-08
65.3600	-2.22093351e-08
65.3700	9.02011119e-09
65.3800	3.18753300e-08
65.3900	3.14023438e-08
65.4000	2.14229115e-08
65.4100	-4.24215680e-09
65.4200	-2.15648782e-08
65.4300	-3.02243932e-08
65.4400	-2.20569132e-08
65.4500	-2.84671783e-09
65.4600	1.26910227e-08
65.4700	2.67791100e-08
65.4800	1.89758370e-08
65.4900	6.69478565e-09
65.5000	-9.63557842e-09
65.5100	-2.49531195e-08
65.5200	-1.93409653e-08
65.5300	-1.18822603e-08
65.5400	4.60402651e-09
65.5500	1.61638271e-08
65.5600	1.52431959e-08
65.5700	7.69813597e-09
65.5800	-9.94129142e-09
65.5900	-2.22927705e-08
65.6000	-2.95521512e-08
65.6100	-2.35704699e-08
65.6200	-9.56390254e-09
65.6300	6.12033706e-09
65.6400	2.24068180e-08
65.6500	2.60067040e-08
65.6600	2.73511954e-08
65.6700	2.07888623e-08
65.6800	1.42231493e-08
65.6900	1.14144099e-08
65.7000	8.72256071e-09
65.7100	6.53333945e-09
65.7200	2.25989601e-09
65.7300	-6.83331122e-09
65.7400	-1.55990886e-08
65.7500	-2.39034875e-08
65.7600	-2.51848757e-08
65.7700	-2.01957185e-08
65.7800	-1.02123757e-08
65.7900	2.56183566e-09
65.8000	8.01030363e-09
65.8100	1.10779050e-08
65.8200	3.79218435e-09
65.8300	-5.06904182e-09
65.8400	-9.69510322e-09
65.8500	-1.30972929e-08
65.8600	-5.53219111e-09
65.8700	1.82648805e-09
65.8800	8.39700794e-09
65.8900	1.10176189e-08
65.9000	5.27371673e-09
65.9100	-1.52906578e-09
65.9200	-9.71299658e-09
65.9300	-1.14598119e-08
65.9400	-7.87935924e-09
65.9500	-5.62244015e-10
65.9600	8.67658338e-09
65.9700	9.57325744e-09
65.9800	8.02832565e-09
65.9900	-1.49680711e-09
66.0000	-1.20406889e-08
66.0100	-1.32699915e-08
66.0200	-1.30064121e-08
66.0300	-1.04859001e-09
66.0400	9.53826303e-09
66.0500	1.54409719e-08
66.0600	1.52229639e-08
66.0700	3.10356223e-09
66.0800	-9.69020899e-09
66.0900	-2.32988433e-08
66.1000	-2.56301147e-08
66.1100	-1.93154076e-08
66.1200	-3.70179687e-09
66.1300	1.63029629e-08
66.1400	2.75411886e-08
66.1500	3.64834173e-08
66.1600	2.84257676e-08
66.1700	1.85562487e-08
66.1800	6.55220800e-09
66.1900	-4.04068971e-09
66.2000	-5.36036221e-09
66.2100	-5.81257159e-09
66.2200	-3.59566363e-09
66.2300	-3.51985531e-09
66.2400	-7.27548844e-09
66.2500	-1.12321962e-08
66.2600	-1.54141074e-08
66.2700	-1.44673214e-08
66.2800	-9.88081475e-09
66.2900	-2.41509463e-09
66.3000	6.29569076e-09
66.3100	9.12106583e-09
66.3200	1.05777408e-08
66.3300	5.41400535e-09
66.3400	-1.85237810e-10
66.3500	-3.10866442e-09
66.3600	-5.12057420e-09
66.3700	-2.00520187e-09
66.3800	1.03074926e-09
66.3900	3.84545558e-09
66.4000	5.24165893e-09
66.4100	4.29733239e-09
66.4200	3.21079973e-09
66.4300	1.97659149e-09
66.4400	1.41000490e-09
66.4500	1.28154500e-09
66.4600	-1.86242211e-10
66.4700	-2.18271126e-09
66.4800	-4.66661018e-09
66.4900	-7.25021068e-09
66.5000	-4.71404647e-09
66.5100	-1.60322431e-09
66.5200	5.96546566e-09
66.5300	1.27806210e-08
66.5400	1.59118291e-08
66.5500	1.68406049e-08
66.5600	1.21898855e-08
66.5700	7.65577005e-09
66.5800	3.29933698e-09
66.5900	1.39166994e-09
66.6000	1.84207391e-09
66.6100	1.86685780e-10
66.6200	-2.74493998e-09
66.6300	-1.15920017e-08
66.6400	-2.25625532e-08
66.6500	-2.89107103e-08
66.6600	-3.44371083e-08
66.6700	-2.13345490e-08
66.6800	-6.94214174e-09
66.6900	1.43016968e-08
66.7000	3.19055281e-08
66.7100	3.38573280e-08
66.7200	2.90540716e-08
66.7300	8.62974756e-09
66.7400	-9.53092785e-09
66.7500	-2.45019166e-08
66.7600	-2.61549183e-08
66.7700	-1.59168602e-08
66.7800	-2.90278172e-10
66.7900	1.83475377e-08
66.8000	2.19759935e-08
66.8100	2.07264072e-08
66.8200	3.31993640e-09
66.8300	-1.65451908e-08
66.8400	-2.78136781e-08
66.8500	-3.68123659e-08
66.8600	-2.56080503e-08
66.8700	-1.32436410e-08
66.8800	3.55021700e-09
66.8900	1.56646111e-08
66.9000	1.78695523e-08
66.9100	1.48860309e-08
66.9200	5.13494979e-09
66.9300	-2.36619557e-09
66.9400	-8.00532508e-09
66.9500	-7.08906699e-09
66.9600	-2.80146670e-09
66.9700	3.60528850e-09
66.9800	1.06322842e-08
66.9900	1.47892036e-08
67.0000	1.85797303e-08
67.0100	1.94688019e-08
67.0200	2.00267298e-08
67.0300	1.79906997e-08
67.0400	1.49921306e-08
67.0500	8.70488632e-09
67.0600	2.25504408e-09
67.0700	-4.51096091e-09
67.0800	-8.33071194e-09
67.0900	-8.59040611e-09
67.1000	-5.65621863e-09
67.1100	-2.73388535e-10
67.1200	2.08659322e-09
67.1300	3.01911882e-09
67.1400	-3.47816864e-09
67.1500	-1.19213595e-08
67.1600	-1.99201111e-08
67.1700	-2.76203411e-08
67.1800	-2.22048308e-08
67.1900	-1.53793463e-08
67.2000	7.11682368e-10
67.2100	1.51813433e-08
67.2200	2.46621802e-08
67.2300	2.78037709e-08
67.2400	1.96014475e-08
67.2500	7.23633011e-09
67.2600	-9.79111658e-09
67.2700	-2.16325577e-08
67.2800	-2.97936078e-08
67.2900	-2.80685165e-08
67.3000	-2.20683371e-08
67.3100	-1.37606156e-08
67.3200	-4.91625642e-09
67.3300	-3.61402866e-09
67.3400	-3.09597888e-09
67.3500	-6.87452039e-09
67.3600	-9.70773014e-09
67.3700	-7.22344868e-09
67.3800	-3.13879044e-09
67.3900	5.40406027e-09
67.4000	1.16580949e-08
67.4100	1.41355829e-08
67.4200	1.11890490e-08
67.4300	2.60987712e-09
67.4400	-4.99834650e-09
67.4500	-1.19693853e-08
67.4600	-8.29261339e-09
67.4700	-4.12758274e-10
67.4800	1.31580807e-08
67.4900	2.78929845e-08
67.5000	2.93254321e-08
67.5100	2.89694259e-08
67.5200	1.21083134e-08
67.5300	-3.99516777e-09
67.5400	-1.63946730e-08
67.5500	-2.27389833e-08
67.5600	-1.37434660e-08
67.5700	-1.72992805e-09
67.5800	1.48824984e-08
67.5900	2.24880957e-08
67.6000	2.14204501e-08
67.6100	1.00432302e-08
67.6200	-7.58221646e-09
67.6300	-1.75310164e-08
67.6400	-2.47240971e-08
67.6500	-1.23118708e-08
67.6600	3.58574337e-09
67.6700	2.08965994e-08
67.6800	3.65019530e-08
67.6900	3.05359915e-08
67.7000	2.16219878e-08
67.7100	3.14026288e-11
67.7200	-1.80145402e-08
67.7300	-2.78634978e-08
67.7400	-2.98908332e-08
67.7500	-2.08967916e-08
67.7600	-1.19732380e-08
67.7700	-3.11262008e-09
67.7800	-1.73003968e-09
67.7900	-4.52636261e-09
67.8000	-6.47636843e-09
67.8100	-8.15132120e-09
67.8200	1.11971852e-09
67.8300	1.20564527e-08
67.8400	2.25453682e-08
67.8500	3.12621503e-08
67.8600	2.30491270e-08
67.8700	1.25437850e-08
67.8800	-6.71404620e-09
67.8900	-2.16445146e-08
67.9000	-2.74111558e-08
67.9100	-2.50584362e-08
67.9200	-1.21152460e-08
67.9300	1.94699740e-11
67.9400	1.14851037e-08
67.9500	1.34704818e-08
67.9600	1.05802999e-08
67.9700	6.09186859e-09
67.9800	1.13565704e-09
67.9900	5.62681077e-09
68.0000	1.13240111e-08
68.0100	1.68017012e-08
68.0200	2.04495896e-08
68.0300	9.76403194e-09
68.0400	-2.37606040e-09
68.0500	-1.94858130e-08
68.0600	-3.02985922e-08
68.0700	-2.88672566e-08
68.0800	-1.83416989e-08
68.0900	3.17271029e-09
68.1000	2.06866240e-08
68.1100	3.51334911e-08
68.1200	3.33940964e-08
68.1300	2.40111893e-08
68.1400	9.54972333e-09
68.1500	-6.24184143e-09
68.1600	-6.70638869e-09
68.1700	-5.38213233e-09
68.1800	5.93856796e-09
68.1900	1.53407677e-08
68.2000	1.21356781e-08
68.2100	4.81464833e-09
68.2200	-1.51708130e-08
68.2300	-3.19205145e-08
68.2400	-4.28799089e-08
68.2500	-4.19787067e-08
68.2600	-2.77936366e-08
68.2700	-8.98215582e-09
68.2800	1.31125840e-08
68.2900	2.28628851e-08
68.3000	2.72750505e-08
68.3100	1.84278958e-08
68.3200	6.49717832e-09
68.3300	5.63744092e-10
68.3400	-4.30349492e-09
68.3500	5.53310341e-09
68.3600	1.49441885e-08
68.3700	2.19617617e-08
68.3800	2.36070585e-08
68.3900	1.02867278e-08
68.4000	-6.55555150e-09
68.4100	-2.92090462e-08
68.4200	-4.27021769e-08
68.4300	-4.66826218e-08
68.4400	-3.44830579e-08
68.4500	-1.16653632e-08
68.4600	1.24580452e-08
68.4700	3.70968669e-08
68.4800	3.99014562e-08
68.4900	3.82399525e-08
68.5000	1.60493573e-08
68.5100	-6.85098125e-09
68.5200	-2.10512861e-08
68.5300	-3.10471859e-08
68.5400	-2.04882165e-08
68.5500	-8.72523763e-09
68.5600	6.08789867e-09
68.5700	1.25667087e-08
68.5800	6.34559286e-09
68.5900	-5.94520211e-09
68.6000	-2.40808733e-08
68.6100	-3.02723196e-08
68.6200	-2.92248416e-08
68.6300	-1.07128418e-08
68.6400	1.40684736e-08
68.6500	3.12490464e-08
68.6600	4.70783760e-08
68.6700	3.27734628e-08
68.6800	1.66495529e-08
68.6900	-7.28081405e-09
68.7000	-2.63221849e-08
68.7100	-2.43408730e-08
68.7200	-1.65324849e-08
68.7300	4.75101651e-09
68.7400	1.88159999e-08
68.7500	2.27094350e-08
68.7600	1.28996912e-08
68.7700	-9.14503381e-09
68.7800	-2.62326626e-08
68.7900	-4.05501494e-08
68.8000	-3.12586036e-08
68.8100	-1.42941223e-08
68.8200	1.01890453e-08
68.8300	3.58163608e-08
68.8400	3.72192605e-08
68.8500	3.62543157e-08
68.8600	1.70302626e-08
68.8700	-2.02718923e-10
68.8800	-9.83342745e-09
68.8900	-1.38289398e-08
68.9000	-5.89109551e-09
68.9100	1.41330862e-09
68.9200	7.89148646e-09
68.9300	8.26231265e-09
68.9400	3.57877886e-09
68.9500	-6.60514374e-10
68.9600	-4.67134103e-09
68.9700	-2.91748424e-09
68.9800	5.23596981e-10
68.9900	1.65807106e-09
69.0000	2.49808465e-09
69.0100	-3.23445458e-09
69.0200	-8.30428294e-09
69.0300	-8.18287616e-09
69.0400	-5.85375067e-09
69.0500	4.01841374e-09
69.0600	1.12831995e-08
69.0700	1.34780822e-08
69.0800	7.90389993e-09
69.0900	-7.05790253e-09
69.1000	-2.00723536e-08
69.1100	-3.15938354e-08
69.1200	-2.67104741e-08
69.1300	-1.40803815e-08
69.1400	5.01389014e-09
69.1500	2.58011611e-08
69.1600	2.54536158e-08
69.1700	2.25213785e-08
69.1800	-3.34596712e-10
69.1900	-2.12306722e-08
69.2000	-2.92474069e-08
69.2100	-3.02869225e-08
69.2200	-9.85807180e-09
69.2300	1.05644008e-08
69.2400	3.09754601e-08
69.2500	3.86306382e-08
69.2600	3.19992294e-08
69.2700	1.65714825e-08
69.2800	-5.09882679e-09
69.2900	-1.77717172e-08
69.3000	-2.65538318e-08
69.3100	-2.20884649e-08
69.3200	-1.45422884e-08
69.3300	-7.54275134e-09
69.3400	-8.38096489e-10
69.3500	-5.15034412e-10
69.3600	1.13371200e-10
69.3700	2.45933420e-09
69.3800	5.78462848e-09
69.3900	1.18380599e-08
69.4000	1.58460239e-08
69.4100	1.64789666e-08
69.4200	1.34058696e-08
69.4300	6.48419302e-09
69.4400	4.64009298e-10
69.4500	-4.96456973e-09
69.4600	-5.85941033e-09
69.4700	-4.96461734e-09
69.4800	-2.71105700e-09
69.4900	-1.79566964e-10
69.5000	1.13466713e-09
69.5100	2.40069063e-09
69.5200	4.08046009e-09
69.5300	5.40510529e-09
69.5400	4.99358739e-09
69.5500	2.98613468e-09
69.5600	-3.06435292e-09
69.5700	-8.01879924e-09
69.5800	-1.13030874e-08
69.5900	-7.16182474e-09
69.6000	4.12996837e-09
69.6100	1.82917289e-08
69.6200	3.41928635e-08
69.6300	3.40822870e-08
69.6400	2.82239167e-08
69.6500	2.36971169e-09
69.6600	-2.70393083e-08
69.6700	-4.51047521e-08
69.6800	-5.99814074e-08
69.6900	-4.12447688e-08
69.7000	-2.06917237e-08
69.7100	7.67186958e-09
69.7200	2.62885410e-08
69.7300	2.23654555e-08
69.7400	8.04692573e-09
69.7500	-2.09197302e-08
69.7600	-3.77775444e-08
69.7700	-4.38238928e-08
69.7800	-2.54774051e-08
69.7900	6.50037358e-09
69.8000	3.42037714e-08
69.8100	6.05179955e-08
69.8200	4.91204198e-08
69.8300	3.19840919e-08
69.8400	-2.88322469e-09
69.8500	-3.50595588e-08
69.8600	-3.81290484e-08
69.8700	-3.44798045e-08
69.8800	-5.17721498e-09
69.8900	1.93657294e-08
69.9000	3.38294253e-08
69.9100	3.23673424e-08
69.9200	1.01325045e-08
69.9300	-1.35633059e-08
69.9400	-3.84681971e-08
69.9500	-4.14654605e-08
69.9600	-3.31959439e-08
69.9700	-1.01447550e-08
69.9800	1.72327771e-08
69.9900	2.82787856e-08
70.0000	3.72399187e-08
70.0100	2.35356540e-08
70.0200	1.04812181e-08
70.0300	2.51710823e-09
70.0400	-1.43968438e-09
70.0500	8.29519032e-09
70.0600	1.70323662e-08
70.0700	2.38295723e-08
70.0800	2.23242725e-08
70.0900	1.07867781e-08
70.1000	-2.33175813e-09
70.1100	-1.66624264e-08
70.1200	-1.98228550e-08
70.1300	-1.77084481e-08
70.1400	-9.61363223e-09
70.1500	4.74812173e-11
70.1600	-1.43827437e-09
70.1700	-4.22162785e-09
70.1800	-1.41011974e-08
70.1900	-2.20194105e-08
70.2000	-1.70487097e-08
70.2100	-8.77063917e-09
70.2200	9.68395378e-09
70.2300	2.27317676e-08
70.2400	2.61042923e-08
70.2500	1.73306151e-08
70.2600	-5.04680841e-09
70.2700	-2.48749946e-08
70.2800	-4.28940446e-08
70.2900	-3.74698735e-08
70.3000	-2.19080934e-08
70.3100	6.24854800e-09
70.3200	3.73342270e-08
70.3300	4.30833460e-08
70.3400	4.55036981e-08
70.3500	1.57819036e-08
70.3600	-1.28927224e-08
70.3700	-3.56770255e-08
70.3800	-4.89587501e-08
70.3900	-3.57690059e-08
70.4000	-1.71846462e-08
70.4100	1.03008287e-08
70.4200	2.63051831e-08
70.4300	3.03868353e-08
70.4400	2.03814247e-08
70.4500	1.13137896e-09
70.4600	-1.15170273e-08
70.4700	-2.15595233e-08
70.4800	-1.15985539e-08
70.4900	2.45403347e-09
70.5000	1.90363172e-08
70.5100	3.45861088e-08
70.5200	3.03980029e-08
70.5300	2.36269045e-08
70.5400	4.22784307e-09
70.5500	-1.30179246e-08
70.5600	-2.48086813e-08
70.5700	-2.95993660e-08
70.5800	-2.37232741e-08
70.5900	-1.35862473e-08
70.6000	6.53902084e-10
70.6100	1.16632911e-08
70.6200	2.07146434e-08
70.6300	2.16040448e-08
70.6400	1.95635150e-08
70.6500	1.09591197e-08
70.6600	1.18781494e-09
70.6700	-6.50209871e-09
70.6800	-1.33208994e-08
70.6900	-1.04684510e-08
70.7000	-6.39603926e-09
70.7100	2.92221443e-09
70.7200	1.01163946e-08
70.7300	1.23986548e-08
70.7400	9.99255443e-09
70.7500	9.80127980e-10
70.7600	-7.05308566e-09
70.7700	-1.42120022e-08
70.7800	-1.28042798e-08
70.7900	-6.60931808e-09
70.8000	2.71996150e-09
70.8100	1.30678944e-08
70.8200	1.24853742e-08
70.8300	1.02395241e-08
70.8400	-1.70537023e-09
70.8500	-1.29537381e-08
70.8600	-1.57248591e-08
70.8700	-1.54025490e-08
70.8800	-3.26895682e-09
70.8900	7.86815682e-09
70.9000	1.68950805e-08
70.9100	1.81822601e-08
70.9200	9.37412129e-09
70.9300	-3.46670063e-09
70.9400	-1.96449155e-08
70.9500	-2.75240659e-08
70.9600	-3.11351259e-08
70.9700	-2.35496917e-08
70.9800	-1.26872348e-08
70.9900	-2.92068223e-09
71.0000	6.70596768e-09
71.0100	4.22881601e-09
71.0200	9.72989021e-10
71.0300	-8.38246130e-09
71.0400	-1.64360349e-08
71.0500	-2.00415295e-08
71.0600	-1.91637147e-08
71.0700	-9.56835372e-09
71.0800	3.78713464e-09
71.0900	2.16861103e-08
71.1000	3.48423169e-08
71.1100	4.43624004e-08
71.1200	3.92207054e-08
71.1300	2.71553927e-08
71.1400	6.97607459e-09
71.1500	-1.53283402e-08
71.1600	-2.02438154e-08
71.1700	-2.28470927e-08
71.1800	5.93831474e-10
71.1900	2.30538153e-08
71.2000	3.90676198e-08
71.2100	4.55883792e-08
71.2200	2.28997696e-08
71.2300	-5.09060263e-09
71.2400	-4.25683396e-08
71.2500	-6.19262984e-08
71.2600	-6.09901057e-08
71.2700	-3.57877175e-08
71.2800	6.63584160e-09
71.2900	3.64246063e-08
71.3000	6.07496762e-08
71.3100	4.03776159e-08
71.3200	9.61087410e-09
71.3300	-3.11746530e-08
71.3400	-7.08286449e-08
71.3500	-6.07730552e-08
71.3600	-4.48504855e-08
71.3700	4.07384669e-09
71.3800	4.51694271e-08
71.3900	6.44563417e-08
71.4000	6.43874865e-08
71.4100	3.23816112e-08
71.4200	7.56971040e-10
71.4300	-3.04717710e-08
71.4400	-3.67000283e-08
71.4500	-2.65217174e-08
71.4600	-7.10645156e-09
71.4700	1.59549808e-08
71.4800	1.53984766e-08
71.4900	1.00110309e-08
71.5000	-8.16549581e-09
71.5100	-2.56723960e-08
71.5200	-1.92297724e-08
71.5300	-9.98159495e-09
71.5400	1.29826235e-08
71.5500	2.86851478e-08
71.5600	2.59913804e-08
71.5700	1.31391569e-08
71.5800	-1.51926187e-08
71.5900	-3.26346396e-08
71.6000	-3.95902300e-08
71.6100	-2.31754810e-08
71.6200	7.40311016e-09
71.6300	3.25038310e-08
71.6400	5.56381368e-08
71.6500	4.22141650e-08
71.6600	2.22909438e-08
71.6700	-9.50895658e-09
71.6800	-3.90870744e-08
71.6900	-3.57428920e-08
71.7000	-2.74323612e-08
71.7100	2.23346805e-09
71.7200	2.54078084e-08
71.7300	3.35705806e-08
71.7400	2.87556114e-08
71.7500	5.65382454e-09
71.7600	-1.34042848e-08
71.7700	-2.88519678e-08
71.7800	-2.51197477e-08
71.7900	-1.06693466e-08
71.8000	6.57101344e-09
71.8100	2.47181101e-08
71.8200	2.19147202e-08
71.8300	1.59232128e-08
71.8400	-8.44252323e-10
71.8500	-1.62680253e-08
71.8600	-1.68029454e-08
71.8700	-1.44337626e-08
71.8800	-9.76186469e-10
71.8900	9.58356107e-09
71.9000	1.40067304e-08
71.9100	1.24733231e-08
71.9200	3.17046806e-09
71.9300	-4.45698190e-09
71.9400	-1.06978897e-08
71.9500	-9.51811350e-09
71.9600	-4.52198547e-09
71.9700	1.11669272e-09
71.9800	6.94343437e-09
71.9900	5.95965006e-09
72.0000	4.10643690e-09
72.0100	-3.10603158e-10
72.0200	-4.28154452e-09
72.0300	-4.75804611e-09
72.0400	-4.75103794e-09
72.0500	-3.09203812e-09
72.0600	-1.80782879e-09
72.0700	-1.25237874e-09
72.0800	-7.53892726e-10
72.0900	-3.24238235e-10
72.1000	6.42476728e-11
72.1100	4.21171001e-10
72.1200	-1.18190827e-09
72.1300	-3.71054433e-09
72.1400	-7.99156085e-09
72.1500	-1.27315342e-08
72.1600	-1.49428954e-08
72.1700	-1.67989724e-08
72.1800	-1.38769194e-08
72.1900	-1.05649503e-08
72.2000	-4.69067546e-09
72.2100	1.82436718e-09
72.2200	1.03110031e-08
72.2300	1.92094262e-08
72.2400	2.88447315e-08
72.2500	3.45855824e-08
72.2600	3.59646442e-08
72.2700	2.78846692e-08
72.2800	1.30918295e-08
72.2900	-5.32573862e-09
72.3000	-2.53107568e-08
72.3100	-3.20024380e-08
72.3200	-3.56026454e-08
72.3300	-2.25631924e-08
72.3400	-8.33554237e-09
72.3500	1.55346750e-09
72.3600	9.07226225e-09
72.3700	3.25859705e-09
72.3800	-1.72147003e-09
72.3900	-4.37937092e-09
72.4000	-1.89571799e-10
72.4100	1.52989323e-08
72.4200	2.93544493e-08
72.4300	4.19218642e-08
72.4400	3.64844027e-08
72.4500	1.92312410e-08
72.4600	-7.42203003e-09
72.4700	-3.77858706e-08
72.4800	-4.37048353e-08
72.4900	-4.46237117e-08
72.5000	-1.58426919e-08
72.5100	1.38687188e-08
72.5200	2.93867468e-08
72.5300	3.83163971e-08
72.5400	1.50362006e-08
72.5500	-8.30722364e-09
72.5600	-3.18108246e-08
72.5700	-3.93475045e-08
72.5800	-2.25536379e-08
72.5900	2.12914208e-09
72.6000	3.44086534e-08
72.6100	4.29146994e-08
72.6200	3.70125847e-08
72.6300	5.73091846e-09
72.6400	-3.46613560e-08
72.6500	-5.43721935e-08
72.6600	-7.04063312e-08
72.6700	-4.03438869e-08
72.6800	-8.49181400e-09
72.6900	2.31387732e-08
72.7000	4.63323847e-08
72.7100	3.32470011e-08
72.7200	1.46685575e-08
72.7300	-1.66125871e-08
72.7400	-3.39759164e-08
72.7500	-3.17277785e-08
72.7600	-1.47075871e-08
72.7700	1.55019378e-08
72.7800	3.13827114e-08
72.7900	3.92562417e-08
72.8000	2.13908104e-08
72.8100	-4.83978344e-09
72.8200	-2.20253637e-08
72.8300	-3.78345288e-08
72.8400	-1.69021197e-08
72.8500	5.07209769e-09
72.8600	3.02646155e-08
72.8700	4.80836854e-08
72.8800	3.77495901e-08
72.8900	2.16882728e-08
72.9000	-6.50127933e-09
72.9100	-2.36375693e-08
72.9200	-2.63565608e-08
72.9300	-1.56382898e-08
72.9400	6.20047418e-09
72.9500	1.80185633e-08
72.9600	2.46831626e-08
72.9700	1.14933328e-08
72.9800	-7.50754926e-09
72.9900	-1.79663037e-08
73.0000	-2.73345737e-08
73.0100	-7.28748490e-09
73.0200	1.24540356e-08
73.0300	2.98019378e-08
73.0400	3.89261585e-08
73.0500	1.99528005e-08
73.0600	-3.97730828e-09
73.0700	-3.75455438e-08
73.0800	-5.60410105e-08
73.0900	-5.63235484e-08
73.1000	-3.64064204e-08
73.1100	-1.00288177e-09
73.1200	2.66591372e-08
73.1300	5.06654386e-08
73.1400	4.32415657e-08
73.1500	2.75859804e-08
73.1600	9.19006881e-10
73.1700	-2.63985638e-08
73.1800	-2.79021683e-08
73.1900	-2.65126041e-08
73.2000	-6.11078839e-09
73.2100	1.15148565e-08
73.2200	2.05984371e-08
73.2300	2.18075624e-08
73.2400	8.92555678e-09
73.2500	-3.91440274e-09
73.2600	-1.67072707e-08
73.2700	-1.93340262e-08
73.2800	-1.47461214e-08
73.2900	-5.19198951e-09
73.3000	6.50969999e-09
73.3100	1.00694227e-08
73.3200	1.17356647e-08
73.3300	5.07525953e-09
73.3400	-2.13930993e-09
73.3500	-6.15204856e-09
73.3600	-9.19813757e-09
73.3700	-6.80682243e-09
73.3800	-4.52794389e-09
73.3900	-2.56228164e-09
73.4000	-1.48512752e-09
73.4100	-1.87401184e-09
73.4200	-6.19964029e-10
73.4300	2.34020562e-09
73.4400	7.82314264e-09
73.4500	1.49616458e-08
73.4600	1.88325649e-08
73.4700	2.14136482e-08
73.4800	1.55195514e-08
73.4900	7.89189496e-09
73.5000	-1.82969976e-09
73.5100	-1.11207065e-08
73.5200	-1.11413088e-08
73.5300	-9.78099070e-09
73.5400	-1.66950651e-09
73.5500	4.54595441e-09
73.5600	5.95815643e-09
73.5700	2.16868749e-09
73.5800	-9.54713719e-09
73.5900	-2.04071858e-08
73.6000	-3.04431539e-08
73.6100	-2.84505537e-08
